ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010300,Problemas de conectividad de red y fallos en la navegación.,2022-08-11 21:47:06,"el problema se presenta desde hace unos días: problemas de conectividad de red y fallos en la navegación.. atentamente, XY de data dynamics."
0010000,¿Pueden revisar si tengo algún virus?,2022-12-13 07:31:24,"soy XY de secureit y tengo el siguiente problema: el problema se presenta desde hace unos días: ¿pueden revisar si tengo algún virus?. además, también he notado que necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?"
0010046,Conexión a red cableada falla y el sistema se reinicia.,2023-09-06 11:08:47,soy XY de XY y tengo el siguiente problema: conexión a red cableada falla y el sistema se reinicia.. a esto se suma el inconveniente de que el wifi es intermitente y el sistema está lento.
0010088,"Estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?",2022-10-25 22:55:01,"soy josefa XY de digital edge y tengo el siguiente problema: estoy muy preocupado por la seguridad de mis datos, ¿pueden ayudarme a recuperarlos?. también quiero reportar que mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?"
0010176,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-10-06 23:31:12,reporte de cloud services por parte de XY: ¿me pueden agendar una cita para resolverlo lo antes posible?
0010253,Batería no carga correctamente.,2023-09-10 09:23:52,"he notado que desde la semana pasada: batería no carga correctamente.. atentamente, XY funes de XY."
0010265,"Es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",2022-09-14 00:21:30,"desde XY, josefa XY informa: he notado que desde la semana pasada: es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.. y para colmo, problemas de seguridad, posible infección de malware."
0010193,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2022-01-21 09:51:07,"desde digital edge, XY cala informa: esto pasa desde ayer: quiero solicitar una mejora en la interfaz de usuario del software actual."
0010185,"Rendimiento bajo, ventilador ruidoso y teclado defectuoso.",2023-05-30 21:50:32,"desde secureit, XY informa: rendimiento bajo, ventilador ruidoso y teclado defectuoso.. además, también he notado que necesidad de instalar nuevo software."
0010253,Pantalla externa no detectada y errores gráficos.,2023-02-01 10:32:29,"pantalla externa no detectada y errores gráficos.. atentamente, XY funes de global innovations."
0010074,Acceso a red compartida denegado y problemas de correo electrónico.,2023-07-24 22:26:28,"problema: acceso a red compartida denegado y problemas de correo electrónico.. a esto se suma el inconveniente de que batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. contacto: XY, secureit."
0010168,¿Por qué siempre me pasa esto a mí?,2023-07-21 04:53:49,"¿por qué siempre me pasa esto a mí?. atentamente, XY de secureit."
0010270,"Mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!",2023-02-19 00:40:33,"XY (code builders) reporta el siguiente inconveniente: esto comenzó hace un par de horas: mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!. además, también he notado que propuesta para nueva funcionalidad en la plataforma de e-commerce."
0010223,"Mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿Se puede reparar o necesito una nueva?",2023-04-22 22:14:03,"soy XY de networks corp y tengo el siguiente problema: mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?"
0010192,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-05-21 00:31:52,"problema: el problema se presenta desde hace unos días: el equipo no enciende y la pantalla tiene píxeles muertos.. contacto: XY, code builders."
0010213,Antivirus detecta amenazas y el navegador web está lento.,2022-03-02 23:46:17,"esto pasa desde ayer: antivirus detecta amenazas y el navegador web está lento.. además, también he notado que acceso a red compartida denegado y problemas de correo electrónico.. atentamente, XY de XY."
0010278,Sobrecalentamiento del equipo.,2023-04-01 19:31:10,"esto pasa desde ayer: sobrecalentamiento del equipo.. a esto se suma el inconveniente de que pantalla externa no detectada y errores gráficos.. atentamente, XY funes de networks corp."
0010120,"Mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿Se puede reparar o necesito una nueva?",2022-06-07 14:59:13,"reporte de data dynamics por parte de XY valderrama: el problema se presenta desde hace unos días: mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?"
0010122,Necesito una indicación como la vez anterior que se pudo resolver rápidamente.,2022-04-28 20:58:38,reporte de XY por parte de XY: esto comenzó hace un par de horas: necesito una indicación como la vez anterior que se pudo resolver rápidamente.
0010198,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2023-06-05 14:53:35,"reporte de secureit por parte de XY: conectividad wifi inestable, lentitud general y fallos de hardware."
0010292,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2022-12-30 20:45:37,"soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: conectividad wifi inestable, lentitud general y fallos de hardware."
0010262,Error de disco duro y sistema lento.,2023-10-13 03:30:18,"hoy ha ocurrido lo siguiente: error de disco duro y sistema lento.. atentamente, XY de code builders."
0010102,El antivirus detecta amenazas pero no las elimina.,2023-02-23 21:25:54,"esto pasa desde ayer: el antivirus detecta amenazas pero no las elimina.. y para colmo, error de disco duro y sistema lento.. atentamente, XY de cloud services."
0010229,¿Por qué siempre me pasa esto a mí?,2023-08-13 22:47:44,"problema: ¿por qué siempre me pasa esto a mí?. y para colmo, el equipo se apaga solo de forma inesperada.. contacto: XY funes, networks corp."
0010080,La impresora no se detecta y hay fallos de seguridad.,2022-10-30 05:44:29,"problema: la impresora no se detecta y hay fallos de seguridad.. contacto: XY, code builders."
0010021,Equipo se reinicia y monitor externo no detectado.,2023-02-21 14:25:08,"problema: recientemente he tenido un inconveniente: equipo se reinicia y monitor externo no detectado.. contacto: XY mosquera, XY."
0010196,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2023-08-12 02:20:32,"soy XY funes de XY y tengo el siguiente problema: esto pasa desde ayer: conexión a internet lenta, navegador web con fallos y mensajes emergentes."
0010288,El sistema se reinicia constantemente.,2023-04-24 16:10:41,"problema: esto pasa desde ayer: el sistema se reinicia constantemente.. contacto: XY, cloud services."
0010034,"Software no responde, se congela frecuentemente.",2022-12-26 01:42:52,"desde secureit, XY informa: esto pasa desde ayer: software no responde, se congela frecuentemente."
0010072,Antivirus detecta amenazas y el navegador web está lento.,2022-08-20 02:55:08,"problema: recientemente he tenido un inconveniente: antivirus detecta amenazas y el navegador web está lento.. contacto: XY cala, global innovations."
0010152,Batería se descarga muy rápido y el equipo se apaga.,2023-10-13 05:17:10,"soy XY de secureit y tengo el siguiente problema: el problema se presenta desde hace unos días: batería se descarga muy rápido y el equipo se apaga.. a esto se suma el inconveniente de que sistema operativo lento, necesita optimización."
0010213,Problemas de audio y webcam no funciona.,2023-04-23 17:42:00,"esto comenzó hace un par de horas: problemas de audio y webcam no funciona.. también quiero reportar que necesito saber si esto tiene garantía.. atentamente, XY de XY."
0010184,Necesito que esto esté funcionando para mañana.,2022-04-29 07:24:49,soy XY asprilla de global innovations y tengo el siguiente problema: el problema se presenta desde hace unos días: necesito que esto esté funcionando para mañana.
0010171,Equipo se reinicia y monitor externo no detectado.,2022-01-31 14:00:47,"el problema se presenta desde hace unos días: equipo se reinicia y monitor externo no detectado.. a esto se suma el inconveniente de que el equipo se apaga solo de forma inesperada.. atentamente, XY asprilla de digital edge."
0010207,No se puede abrir ningún programa y el sistema está congelado.,2023-02-13 17:31:56,"XY (code builders) reporta el siguiente inconveniente: no se puede abrir ningún programa y el sistema está congelado.. además, también he notado que el equipo no se conecta a internet después de una actualización."
0010068,Problemas con la sincronización de archivos en la nube.,2023-07-14 18:27:41,"desde global innovations, XY informa: esto comenzó hace un par de horas: problemas con la sincronización de archivos en la nube."
0010016,El equipo no arranca desde el disco principal.,2023-01-28 20:11:21,"el equipo no arranca desde el disco principal.. además, también he notado que problemas de conectividad de red y fallos en la navegación.. atentamente, XY de digital edge."
0010062,Estoy perdiendo la paciencia con este dispositivo.,2023-12-13 11:04:55,"problema: estoy perdiendo la paciencia con este dispositivo.. contacto: XY, networks corp."
0010244,"No enciende, sin señal de video y disco duro defectuoso.",2022-10-01 08:51:55,"soy XY de digital edge y tengo el siguiente problema: hoy ha ocurrido lo siguiente: no enciende, sin señal de video y disco duro defectuoso."
0010139,Error al iniciar sesión en el sistema.,2022-06-13 03:12:17,"desde XY, XY valderrama informa: error al iniciar sesión en el sistema."
0010011,Se perdieron los drivers de audio y video.,2022-12-10 07:09:51,"problema: hoy ha ocurrido lo siguiente: se perdieron los drivers de audio y video.. contacto: XY, secureit."
0010097,Batería no carga correctamente.,2022-04-20 08:33:44,"batería no carga correctamente.. atentamente, XY de cloud services."
0010270,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-07-23 19:56:42,"recientemente he tenido un inconveniente: el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY de XY."
0010032,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-05-03 04:57:25,"desde code builders, XY informa: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?"
0010212,Monitor externo no detectado y no hay señal de video.,2022-11-28 16:34:51,"esto pasa desde ayer: monitor externo no detectado y no hay señal de video.. atentamente, XY de code builders."
0010117,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2022-02-04 17:53:47,"reporte de digital edge por parte de XY: esto pasa desde ayer: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. además, también he notado que archivos corruptos, puerto usb fallando y navegador lento."
0010189,Problemas de audio y webcam no funciona.,2023-03-19 18:37:02,"desde networks corp, XY informa: esto comenzó hace un par de horas: problemas de audio y webcam no funciona."
0010138,Teclas del teclado no responden.,2022-01-23 04:40:04,"problema: he notado que desde la semana pasada: teclas del teclado no responden.. contacto: XY, future systems."
0010004,Pantalla externa no detectada y errores gráficos.,2023-12-03 23:46:22,"desde secureit, XY informa: pantalla externa no detectada y errores gráficos.. y para colmo, problemas de gráficos, pantalla parpadea."
0010190,Cámara web no funciona.,2022-09-27 18:57:44,XY (secureit) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: cámara web no funciona.
0010061,"Sistema operativo lento, necesita optimización.",2022-09-23 23:27:23,"sistema operativo lento, necesita optimización.. y para colmo, teclas del teclado no responden y el touchpad se congela.. atentamente, XY de data dynamics."
0010199,Error de disco duro y sistema lento.,2023-06-09 20:06:13,"problema: error de disco duro y sistema lento.. contacto: XY, code builders."
0010178,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2023-08-07 21:48:25,"XY (XY) reporta el siguiente inconveniente: puertos usb inoperativos, falta de espacio y rendimiento deficiente."
0010223,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2022-05-14 04:54:14,"soy XY de secureit y tengo el siguiente problema: he notado que desde la semana pasada: copia de seguridad fallida, datos perdidos y problemas de seguridad.. a esto se suma el inconveniente de que solicitud de nueva característica: integración con crm."
0010026,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-07-10 13:06:57,"necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. atentamente, XY de data dynamics."
0010272,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-01-14 22:20:54,XY mosquera (networks corp) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: ¿me pueden agendar una cita para resolverlo lo antes posible?
0010190,"Software se congela, lentitud y fallo en disco duro.",2023-10-11 08:53:09,"reporte de XY por parte de XY: software se congela, lentitud y fallo en disco duro.. a esto se suma el inconveniente de que problemas de audio y webcam no funciona."
0010103,Solicitud de nueva característica: integración con CRM.,2023-09-19 12:23:24,"problema: recientemente he tenido un inconveniente: solicitud de nueva característica: integración con crm.. además, también he notado que problemas con la conexión bluetooth.. contacto: XY valderrama, digital edge."
0010012,"Error en la BIOS/UEFI, el equipo no arranca.",2023-12-06 05:08:15,"problema: error en la bios/uefi, el equipo no arranca.. contacto: XY, networks corp."
0010200,Problemas con la conexión Bluetooth.,2023-06-30 06:39:47,"hoy ha ocurrido lo siguiente: problemas con la conexión bluetooth.. atentamente, XY asprilla de future systems."
0010282,"Problemas de seguridad, posible infección de malware.",2022-04-01 14:31:05,"hoy ha ocurrido lo siguiente: problemas de seguridad, posible infección de malware.. atentamente, XY de code builders."
0010094,Equipo se reinicia y monitor externo no detectado.,2023-04-11 07:49:23,reporte de data dynamics por parte de XY: esto pasa desde ayer: equipo se reinicia y monitor externo no detectado.. a esto se suma el inconveniente de que el equipo está infectado con un virus y el antivirus no lo detecta.
0010133,"Archivos corruptos, puerto USB fallando y navegador lento.",2022-08-11 05:15:47,"archivos corruptos, puerto usb fallando y navegador lento.. atentamente, XY de global innovations."
0010118,El disco duro emite ruidos extraños y hay lentitud general.,2022-02-21 13:27:40,"desde secureit, XY valderrama informa: el disco duro emite ruidos extraños y hay lentitud general."
0010093,Impresora no imprime y problemas de conectividad WiFi.,2022-03-23 21:55:03,"impresora no imprime y problemas de conectividad wifi.. atentamente, XY de code builders."
0010302,"Quiero hablar con un supervisor, esto no puede seguir así.",2022-06-27 12:01:50,"XY (digital edge) reporta el siguiente inconveniente: esto comenzó hace un par de horas: quiero hablar con un supervisor, esto no puede seguir así."
0010216,Me siento impotente ante estos fallos continuos.,2022-08-16 06:55:59,"desde code builders, XY asprilla informa: me siento impotente ante estos fallos continuos."
0010161,La impresora no se detecta y hay fallos de seguridad.,2023-05-20 15:28:49,"reporte de data dynamics por parte de XY: recientemente he tenido un inconveniente: la impresora no se detecta y hay fallos de seguridad.. y para colmo, batería no carga, sobrecalentamiento y pantalla con píxeles muertos."
0010196,"Problemas con aplicaciones específicas, cierres inesperados.",2022-04-06 03:59:59,"soy XY funes de code builders y tengo el siguiente problema: el problema se presenta desde hace unos días: problemas con aplicaciones específicas, cierres inesperados.. a esto se suma el inconveniente de que la webcam no enciende y el micrófono tiene estática."
0010226,"Problemas de seguridad, posible infección de malware.",2023-07-02 15:34:53,"desde cloud services, XY valderrama informa: he notado que desde la semana pasada: problemas de seguridad, posible infección de malware.. también quiero reportar que conexión a red cableada falla y el sistema se reinicia."
0010092,Conexión de red inestable y actualizaciones fallidas.,2023-07-28 07:23:42,XY (data dynamics) reporta el siguiente inconveniente: esto comenzó hace un par de horas: conexión de red inestable y actualizaciones fallidas.
0010092,Micrófono no detectado.,2022-09-08 21:37:11,"desde code builders, XY informa: micrófono no detectado."
0010281,Cámara web no funciona.,2023-03-06 22:42:45,"el problema se presenta desde hace unos días: cámara web no funciona.. atentamente, XY de future systems."
0010095,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-06-17 18:33:50,"el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY mosquera de cloud services."
0010000,Problemas con el software de correo electrónico.,2023-09-26 22:18:49,reporte de secureit por parte de XY: problemas con el software de correo electrónico.
0010021,Error al iniciar sesión en el sistema.,2022-06-27 07:40:21,"problema: recientemente he tenido un inconveniente: error al iniciar sesión en el sistema.. contacto: XY mosquera, data dynamics."
0010151,"Esto es inaceptable, mi trabajo depende de esto.",2023-02-15 21:12:32,"soy XY de XY y tengo el siguiente problema: he notado que desde la semana pasada: esto es inaceptable, mi trabajo depende de esto."
0010009,"Por favor, envíen a a un técnico a mi oficina.",2023-05-06 17:40:40,"desde cloud services, josefa XY informa: por favor, envíen a a un técnico a mi oficina."
0010097,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2022-09-19 05:32:52,"desde XY, XY informa: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. además, también he notado que impresora no detectada o no imprime."
0010136,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2023-08-24 10:06:16,reporte de XY por parte de XY: esto pasa desde ayer: problemas con el rendimiento de la batería y sobrecalentamiento constante.
0010017,Touchpad o ratón se congela.,2023-11-11 16:00:00,"touchpad o ratón se congela.. atentamente, XY mosquera de secureit."
0010158,Estoy perdiendo la paciencia con este dispositivo.,2023-10-19 09:56:46,"desde digital edge, XY informa: estoy perdiendo la paciencia con este dispositivo.. también quiero reportar que problemas con la conexión bluetooth."
0010044,El sistema se reinicia constantemente.,2022-02-15 11:07:29,soy josefa XY de networks corp y tengo el siguiente problema: el sistema se reinicia constantemente.
0010154,"Impresora offline, problemas de conectividad y archivos corruptos.",2022-12-02 07:27:29,"soy XY mosquera de code builders y tengo el siguiente problema: esto comenzó hace un par de horas: impresora offline, problemas de conectividad y archivos corruptos.. y para colmo, antivirus detecta amenazas y el navegador web está lento."
0010124,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-02-02 10:34:54,soy XY funes de code builders y tengo el siguiente problema: esto comenzó hace un par de horas: el ventilador hace mucho ruido y el equipo se calienta demasiado.
0010185,Archivos corruptos y no se pueden abrir.,2023-09-06 02:16:00,"problema: esto comenzó hace un par de horas: archivos corruptos y no se pueden abrir.. contacto: XY, XY."
0010082,El disco duro está lleno.,2023-08-14 19:02:30,"desde global innovations, XY informa: el disco duro está lleno.. además, también he notado que la cámara web no funciona y el software de videollamadas falla."
0010162,La cámara web no funciona y el software de videollamadas falla.,2022-10-07 15:09:50,"desde secureit, XY cala informa: la cámara web no funciona y el software de videollamadas falla."
0010047,Pantalla táctil no responde y sincronización de nube fallida.,2023-05-28 21:51:15,"problema: pantalla táctil no responde y sincronización de nube fallida.. contacto: XY funes, global innovations."
0010034,El teclado y el ratón no funcionan después de una actualización.,2023-01-07 10:34:28,soy XY de data dynamics y tengo el siguiente problema: recientemente he tenido un inconveniente: el teclado y el ratón no funcionan después de una actualización.
0010108,Pantalla con píxeles muertos.,2022-02-26 21:31:11,"desde future systems, josefa XY informa: recientemente he tenido un inconveniente: pantalla con píxeles muertos."
0010105,Estoy muy preocupado por la pérdida de mis datos.,2023-11-28 12:05:16,"soy XY de XY y tengo el siguiente problema: estoy muy preocupado por la pérdida de mis datos.. además, también he notado que error en la bios/uefi, el equipo no arranca."
0010193,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-11-02 08:14:37,"desde future systems, XY cala informa: he notado que desde la semana pasada: desarrollo de una nueva aplicación: sistema de gestión de inventario."
0010017,"Actualizaciones de software, lentitud extrema y errores de sistema.",2023-02-08 06:24:09,"desde networks corp, XY mosquera informa: he notado que desde la semana pasada: actualizaciones de software, lentitud extrema y errores de sistema.. además, también he notado que no enciende, posible problema de fuente de poder."
0010189,Backup de datos fallido.,2023-12-31 20:03:55,"problema: esto pasa desde ayer: backup de datos fallido.. contacto: XY, networks corp."
0010226,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-12-06 23:30:47,soy XY valderrama de global innovations y tengo el siguiente problema: el equipo no enciende y la pantalla tiene píxeles muertos.
0010130,Estoy perdiendo la paciencia con este dispositivo.,2022-11-21 18:47:34,XY (networks corp) reporta el siguiente inconveniente: estoy perdiendo la paciencia con este dispositivo.
0010085,Puerto USB no reconoce dispositivos.,2022-02-07 15:05:11,josefa funes (code builders) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: puerto usb no reconoce dispositivos.
0010131,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2023-12-14 03:13:08,"soy josefa XY de networks corp y tengo el siguiente problema: he notado que desde la semana pasada: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. y para colmo, el sistema se reinicia constantemente."
0010211,Estoy harto de los problemas con este software.,2022-03-07 07:27:48,soy josefa valderrama de XY y tengo el siguiente problema: estoy harto de los problemas con este software.
0010257,Estoy perdiendo la paciencia con este dispositivo.,2023-06-23 08:11:44,"hoy ha ocurrido lo siguiente: estoy perdiendo la paciencia con este dispositivo.. atentamente, XY de networks corp."
0010062,La cámara web no funciona y el software de videollamadas falla.,2023-01-09 10:35:38,"desde XY, XY informa: la cámara web no funciona y el software de videollamadas falla."
0010055,"Fallo de memoria RAM, pantallazos azules.",2023-07-24 15:42:01,"reporte de future systems por parte de XY: hoy ha ocurrido lo siguiente: fallo de memoria ram, pantallazos azules."
0010000,El equipo no arranca desde el disco principal.,2022-07-01 19:59:14,"desde XY, XY informa: el equipo no arranca desde el disco principal."
0010022,Batería se descarga muy rápido y el equipo se apaga.,2023-10-27 13:19:31,XY (data dynamics) reporta el siguiente inconveniente: he notado que desde la semana pasada: batería se descarga muy rápido y el equipo se apaga.. a esto se suma el inconveniente de que la batería se descarga muy rápido y el equipo se sobrecalienta.
0010173,"Software se congela, lentitud y fallo en disco duro.",2022-10-11 21:23:20,"problema: software se congela, lentitud y fallo en disco duro.. contacto: XY, digital edge."
0010278,Teclas del teclado no responden y el touchpad se congela.,2023-07-18 11:46:43,"esto pasa desde ayer: teclas del teclado no responden y el touchpad se congela.. atentamente, XY funes de data dynamics."
0010209,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2022-01-27 23:43:21,"reporte de digital edge por parte de XY valderrama: he notado que desde la semana pasada: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente."
0010220,Pantalla con píxeles muertos.,2023-11-28 13:31:38,XY (networks corp) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: pantalla con píxeles muertos.
0010093,Software se cierra solo y errores frecuentes.,2023-07-16 13:24:12,"desde cloud services, XY informa: hoy ha ocurrido lo siguiente: software se cierra solo y errores frecuentes."
0010006,Teclas del teclado no responden y el touchpad se congela.,2023-08-11 13:14:12,reporte de secureit por parte de josefa XY: teclas del teclado no responden y el touchpad se congela.. también quiero reportar que el ventilador hace mucho ruido y el equipo se calienta demasiado.
0010095,Problemas de conectividad de red y fallos en la navegación.,2022-01-01 05:13:31,"reporte de data dynamics por parte de XY mosquera: problemas de conectividad de red y fallos en la navegación.. además, también he notado que problemas de gráficos, pantalla parpadea."
0010283,¿Hay alguna forma de hacer un diagnóstico remoto?,2022-10-24 00:20:58,"XY (digital edge) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: ¿hay alguna forma de hacer un diagnóstico remoto?. además, también he notado que problemas de licencias de software."
0010233,"Error en la BIOS/UEFI, el equipo no arranca.",2023-08-01 13:10:38,"desde code builders, XY informa: he notado que desde la semana pasada: error en la bios/uefi, el equipo no arranca."
0010149,Necesito una indicación como la vez anterior que se pudo resolver rápidamente.,2023-06-30 23:59:20,XY (networks corp) reporta el siguiente inconveniente: he notado que desde la semana pasada: necesito una indicación como la vez anterior que se pudo resolver rápidamente.
0010277,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2023-09-21 14:41:33,"soy XY asprilla de global innovations y tengo el siguiente problema: esto comenzó hace un par de horas: error de sistema, disco duro lleno y necesidad de nuevo software.. a esto se suma el inconveniente de que software se cierra solo y errores frecuentes."
0010227,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2023-11-02 11:28:07,"reporte de digital edge por parte de XY: recientemente he tenido un inconveniente: error de sistema, disco duro lleno y necesidad de nuevo software."
0010050,Error al iniciar sesión y contraseña olvidada.,2022-09-06 18:20:11,"problema: error al iniciar sesión y contraseña olvidada.. además, también he notado que no puedo instalar nuevas aplicaciones.. contacto: XY, XY."
0010027,¿Por qué siempre me pasa esto a mí?,2022-03-23 04:14:32,soy XY de cloud services y tengo el siguiente problema: hoy ha ocurrido lo siguiente: ¿por qué siempre me pasa esto a mí?
0010148,"Fallo de memoria RAM, pantallazos azules.",2022-03-25 17:48:36,"XY valderrama (code builders) reporta el siguiente inconveniente: esto pasa desde ayer: fallo de memoria ram, pantallazos azules."
0010301,"Por favor, envíen a a un técnico a mi oficina.",2022-05-10 23:11:52,"soy XY de networks corp y tengo el siguiente problema: esto comenzó hace un par de horas: por favor, envíen a a un técnico a mi oficina."
0010182,"Fallo en disco duro, pérdida de datos.",2022-08-24 12:20:35,"problema: el problema se presenta desde hace unos días: fallo en disco duro, pérdida de datos.. contacto: XY, XY."
0010159,Solicitud de mejora: optimización de rendimiento en el módulo de reportes.,2022-05-09 21:47:55,"problema: hoy ha ocurrido lo siguiente: solicitud de mejora: optimización de rendimiento en el módulo de reportes.. a esto se suma el inconveniente de que la pantalla táctil no responde.. contacto: XY, XY."
0010291,El equipo se apaga inesperadamente y hay fallos de gráficos.,2022-12-11 07:12:23,"problema: esto pasa desde ayer: el equipo se apaga inesperadamente y hay fallos de gráficos.. contacto: XY, data dynamics."
0010264,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2023-07-09 00:36:25,"desde XY, XY informa: batería agotada rápidamente, sobrecalentamiento y fallos de energía."
0010139,Error de disco duro y sistema lento.,2023-05-16 20:20:40,XY valderrama (data dynamics) reporta el siguiente inconveniente: esto pasa desde ayer: error de disco duro y sistema lento.
0010103,Me siento impotente ante estos fallos continuos.,2022-09-11 01:37:59,"problema: me siento impotente ante estos fallos continuos.. contacto: XY valderrama, digital edge."
0010229,"Por favor, díganme qué necesito comprar para arreglarlo.",2023-02-26 00:36:31,"problema: por favor, díganme qué necesito comprar para arreglarlo.. contacto: XY funes, future systems."
0010103,Pantalla con píxeles muertos.,2023-10-21 09:17:23,"desde networks corp, XY valderrama informa: pantalla con píxeles muertos."
0010278,Fallo crítico del sistema y pérdida de datos recientes.,2022-01-28 21:05:01,"desde data dynamics, XY funes informa: recientemente he tenido un inconveniente: fallo crítico del sistema y pérdida de datos recientes."
0010245,Mensajes de error constantes en el sistema.,2022-12-20 09:24:15,soy XY de data dynamics y tengo el siguiente problema: hoy ha ocurrido lo siguiente: mensajes de error constantes en el sistema.
0010117,Problemas con el software de correo electrónico.,2022-03-11 14:28:20,"problemas con el software de correo electrónico.. atentamente, XY de XY."
0010272,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-08-28 17:29:42,"esto comenzó hace un par de horas: el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY mosquera de digital edge."
0010209,"Sistema operativo lento, necesita optimización.",2023-12-09 17:51:00,"soy XY valderrama de digital edge y tengo el siguiente problema: esto comenzó hace un par de horas: sistema operativo lento, necesita optimización."
0010039,¿Por qué siempre me pasa esto a mí?,2023-12-16 00:22:05,"problema: recientemente he tenido un inconveniente: ¿por qué siempre me pasa esto a mí?. además, también he notado que fallo de memoria ram, pantallazos azules.. contacto: XY, secureit."
0010279,"Error en la BIOS/UEFI, el equipo no arranca.",2022-04-20 10:24:35,"XY (secureit) reporta el siguiente inconveniente: esto pasa desde ayer: error en la bios/uefi, el equipo no arranca."
0010250,El disco duro está lleno.,2023-04-06 18:56:52,soy XY asprilla de code builders y tengo el siguiente problema: recientemente he tenido un inconveniente: el disco duro está lleno.
0010219,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-01-03 13:44:12,soy XY de cloud services y tengo el siguiente problema: esto pasa desde ayer: desarrollo de una nueva aplicación: sistema de gestión de inventario.. también quiero reportar que monitor externo no detectado.
0010209,Software no responde y el ventilador hace mucho ruido.,2023-06-13 03:27:28,"problema: recientemente he tenido un inconveniente: software no responde y el ventilador hace mucho ruido.. y para colmo, necesito saber si esto tiene garantía.. contacto: XY valderrama, networks corp."
0010007,Pantalla externa no detectada y errores gráficos.,2023-01-16 11:36:22,"problema: he notado que desde la semana pasada: pantalla externa no detectada y errores gráficos.. también quiero reportar que fallo crítico del sistema y pérdida de datos recientes.. contacto: XY, digital edge."
0010245,Touchpad o ratón se congela.,2023-10-17 21:56:28,"desde networks corp, XY informa: touchpad o ratón se congela."
0010186,Equipo se reinicia y monitor externo no detectado.,2023-06-30 20:39:47,"desde networks corp, XY informa: el problema se presenta desde hace unos días: equipo se reinicia y monitor externo no detectado."
0010183,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2023-04-04 04:13:21,"XY asprilla (global innovations) reporta el siguiente inconveniente: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente."
