ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10133,"Archivos corruptos, puerto USB fallando y navegador lento.",2022-08-11 05:15:47,"archivos corruptos, puerto usb fallando y navegador lento.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10118,El disco duro emite ruidos extraños y hay lentitud general.,2022-02-21 13:27:40,"desde secureit, XY valderrama informa: el disco duro emite ruidos extraños y hay lentitud general.",Mantenimiento Correctivo
10093,Impresora no imprime y problemas de conectividad WiFi.,2022-03-23 21:55:03,"impresora no imprime y problemas de conectividad wifi.. atentamente, XY de code builders.",Mantenimiento Correctivo
10302,"Quiero hablar con un supervisor, esto no puede seguir así.",2022-06-27 12:01:50,"XY (digital edge) reporta el siguiente inconveniente: esto comenzó hace un par de horas: quiero hablar con un supervisor, esto no puede seguir así.",Mantenimiento Correctivo
10216,Me siento impotente ante estos fallos continuos.,2022-08-16 06:55:59,"desde code builders, XY asprilla informa: me siento impotente ante estos fallos continuos.",Mantenimiento Correctivo
10161,La impresora no se detecta y hay fallos de seguridad.,2023-05-20 15:28:49,"reporte de data dynamics por parte de XY: recientemente he tenido un inconveniente: la impresora no se detecta y hay fallos de seguridad.. y para colmo, batería no carga, sobrecalentamiento y pantalla con píxeles muertos.",Mantenimiento Correctivo
10196,"Problemas con aplicaciones específicas, cierres inesperados.",2022-04-06 03:59:59,"soy XY funes de code builders y tengo el siguiente problema: el problema se presenta desde hace unos días: problemas con aplicaciones específicas, cierres inesperados.. a esto se suma el inconveniente de que la webcam no enciende y el micrófono tiene estática.",Mantenimiento Correctivo
10226,"Problemas de seguridad, posible infección de malware.",2023-07-02 15:34:53,"desde cloud services, XY valderrama informa: he notado que desde la semana pasada: problemas de seguridad, posible infección de malware.. también quiero reportar que conexión a red cableada falla y el sistema se reinicia.",Mantenimiento Correctivo
10092,Conexión de red inestable y actualizaciones fallidas.,2023-07-28 07:23:42,XY (data dynamics) reporta el siguiente inconveniente: esto comenzó hace un par de horas: conexión de red inestable y actualizaciones fallidas.,Mantenimiento Correctivo
10092,Micrófono no detectado.,2022-09-08 21:37:11,"desde code builders, XY informa: micrófono no detectado.",Mantenimiento Correctivo
10281,Cámara web no funciona.,2023-03-06 22:42:45,"el problema se presenta desde hace unos días: cámara web no funciona.. atentamente, XY de future systems.",Mantenimiento Correctivo
10095,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-06-17 18:33:50,"el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY mosquera de cloud services.",Mantenimiento Correctivo
10000,Problemas con el software de correo electrónico.,2023-09-26 22:18:49,reporte de secureit por parte de XY: problemas con el software de correo electrónico.,Mantenimiento Correctivo
10021,Error al iniciar sesión en el sistema.,2022-06-27 07:40:21,"problema: recientemente he tenido un inconveniente: error al iniciar sesión en el sistema.. contacto: XY mosquera, data dynamics.",Mantenimiento Correctivo
10151,"Esto es inaceptable, mi trabajo depende de esto.",2023-02-15 21:12:32,"soy XY de XY y tengo el siguiente problema: he notado que desde la semana pasada: esto es inaceptable, mi trabajo depende de esto.",Mantenimiento Correctivo
10009,"Por favor, envíen a a un técnico a mi oficina.",2023-05-06 17:40:40,"desde cloud services, josefa XY informa: por favor, envíen a a un técnico a mi oficina.",Mantenimiento Correctivo
10097,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2022-09-19 05:32:52,"desde XY, XY informa: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. además, también he notado que impresora no detectada o no imprime.",Mantenimiento Correctivo
10136,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2023-08-24 10:06:16,reporte de XY por parte de XY: esto pasa desde ayer: problemas con el rendimiento de la batería y sobrecalentamiento constante.,Mantenimiento Correctivo
10017,Touchpad o ratón se congela.,2023-11-11 16:00:00,"touchpad o ratón se congela.. atentamente, XY mosquera de secureit.",Mantenimiento Correctivo
10158,Estoy perdiendo la paciencia con este dispositivo.,2023-10-19 09:56:46,"desde digital edge, XY informa: estoy perdiendo la paciencia con este dispositivo.. también quiero reportar que problemas con la conexión bluetooth.",Mantenimiento Correctivo
10044,El sistema se reinicia constantemente.,2022-02-15 11:07:29,soy josefa XY de networks corp y tengo el siguiente problema: el sistema se reinicia constantemente.,Mantenimiento Correctivo
10154,"Impresora offline, problemas de conectividad y archivos corruptos.",2022-12-02 07:27:29,"soy XY mosquera de code builders y tengo el siguiente problema: esto comenzó hace un par de horas: impresora offline, problemas de conectividad y archivos corruptos.. y para colmo, antivirus detecta amenazas y el navegador web está lento.",Mantenimiento Correctivo
10124,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-02-02 10:34:54,soy XY funes de code builders y tengo el siguiente problema: esto comenzó hace un par de horas: el ventilador hace mucho ruido y el equipo se calienta demasiado.,Mantenimiento Correctivo
10185,Archivos corruptos y no se pueden abrir.,2023-09-06 02:16:00,"problema: esto comenzó hace un par de horas: archivos corruptos y no se pueden abrir.. contacto: XY, XY.",Mantenimiento Correctivo
10082,El disco duro está lleno.,2023-08-14 19:02:30,"desde global innovations, XY informa: el disco duro está lleno.. además, también he notado que la cámara web no funciona y el software de videollamadas falla.",Mantenimiento Correctivo
10162,La cámara web no funciona y el software de videollamadas falla.,2022-10-07 15:09:50,"desde secureit, XY cala informa: la cámara web no funciona y el software de videollamadas falla.",Mantenimiento Correctivo
10047,Pantalla táctil no responde y sincronización de nube fallida.,2023-05-28 21:51:15,"problema: pantalla táctil no responde y sincronización de nube fallida.. contacto: XY funes, global innovations.",Mantenimiento Correctivo
10034,El teclado y el ratón no funcionan después de una actualización.,2023-01-07 10:34:28,soy XY de data dynamics y tengo el siguiente problema: recientemente he tenido un inconveniente: el teclado y el ratón no funcionan después de una actualización.,Mantenimiento Correctivo
10108,Pantalla con píxeles muertos.,2022-02-26 21:31:11,"desde future systems, josefa XY informa: recientemente he tenido un inconveniente: pantalla con píxeles muertos.",Mantenimiento Correctivo
10105,Estoy muy preocupado por la pérdida de mis datos.,2023-11-28 12:05:16,"soy XY de XY y tengo el siguiente problema: estoy muy preocupado por la pérdida de mis datos.. además, también he notado que error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10193,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-11-02 08:14:37,"desde future systems, XY cala informa: he notado que desde la semana pasada: desarrollo de una nueva aplicación: sistema de gestión de inventario.",Mantenimiento Evolutivo
10017,"Actualizaciones de software, lentitud extrema y errores de sistema.",2023-02-08 06:24:09,"desde networks corp, XY mosquera informa: he notado que desde la semana pasada: actualizaciones de software, lentitud extrema y errores de sistema.. además, también he notado que no enciende, posible problema de fuente de poder.",Mantenimiento Correctivo
10189,Backup de datos fallido.,2023-12-31 20:03:55,"problema: esto pasa desde ayer: backup de datos fallido.. contacto: XY, networks corp.",Mantenimiento Correctivo
10226,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-12-06 23:30:47,soy XY valderrama de global innovations y tengo el siguiente problema: el equipo no enciende y la pantalla tiene píxeles muertos.,Mantenimiento Correctivo
10130,Estoy perdiendo la paciencia con este dispositivo.,2022-11-21 18:47:34,XY (networks corp) reporta el siguiente inconveniente: estoy perdiendo la paciencia con este dispositivo.,Mantenimiento Correctivo
10085,Puerto USB no reconoce dispositivos.,2022-02-07 15:05:11,josefa funes (code builders) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10131,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2023-12-14 03:13:08,"soy josefa XY de networks corp y tengo el siguiente problema: he notado que desde la semana pasada: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. y para colmo, el sistema se reinicia constantemente.",Mantenimiento Correctivo
10211,Estoy harto de los problemas con este software.,2022-03-07 07:27:48,soy josefa valderrama de XY y tengo el siguiente problema: estoy harto de los problemas con este software.,Mantenimiento Correctivo
10257,Estoy perdiendo la paciencia con este dispositivo.,2023-06-23 08:11:44,"hoy ha ocurrido lo siguiente: estoy perdiendo la paciencia con este dispositivo.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10062,La cámara web no funciona y el software de videollamadas falla.,2023-01-09 10:35:38,"desde XY, XY informa: la cámara web no funciona y el software de videollamadas falla.",Mantenimiento Correctivo
10055,"Fallo de memoria RAM, pantallazos azules.",2023-07-24 15:42:01,"reporte de future systems por parte de XY: hoy ha ocurrido lo siguiente: fallo de memoria ram, pantallazos azules.",Mantenimiento Correctivo
10000,El equipo no arranca desde el disco principal.,2022-07-01 19:59:14,"desde XY, XY informa: el equipo no arranca desde el disco principal.",Mantenimiento Correctivo
10022,Batería se descarga muy rápido y el equipo se apaga.,2023-10-27 13:19:31,XY (data dynamics) reporta el siguiente inconveniente: he notado que desde la semana pasada: batería se descarga muy rápido y el equipo se apaga.. a esto se suma el inconveniente de que la batería se descarga muy rápido y el equipo se sobrecalienta.,Mantenimiento Correctivo
10173,"Software se congela, lentitud y fallo en disco duro.",2022-10-11 21:23:20,"problema: software se congela, lentitud y fallo en disco duro.. contacto: XY, digital edge.",Mantenimiento Correctivo
10278,Teclas del teclado no responden y el touchpad se congela.,2023-07-18 11:46:43,"esto pasa desde ayer: teclas del teclado no responden y el touchpad se congela.. atentamente, XY funes de data dynamics.",Mantenimiento Correctivo
10209,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2022-01-27 23:43:21,"reporte de digital edge por parte de XY valderrama: he notado que desde la semana pasada: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.",Mantenimiento Correctivo
10220,Pantalla con píxeles muertos.,2023-11-28 13:31:38,XY (networks corp) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: pantalla con píxeles muertos.,Mantenimiento Correctivo
10093,Software se cierra solo y errores frecuentes.,2023-07-16 13:24:12,"desde cloud services, XY informa: hoy ha ocurrido lo siguiente: software se cierra solo y errores frecuentes.",Mantenimiento Correctivo
10006,Teclas del teclado no responden y el touchpad se congela.,2023-08-11 13:14:12,reporte de secureit por parte de josefa XY: teclas del teclado no responden y el touchpad se congela.. también quiero reportar que el ventilador hace mucho ruido y el equipo se calienta demasiado.,Mantenimiento Correctivo
10095,Problemas de conectividad de red y fallos en la navegación.,2022-01-01 05:13:31,"reporte de data dynamics por parte de XY mosquera: problemas de conectividad de red y fallos en la navegación.. además, también he notado que problemas de gráficos, pantalla parpadea.",Mantenimiento Correctivo
10283,¿Hay alguna forma de hacer un diagnóstico remoto?,2022-10-24 00:20:58,"XY (digital edge) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: ¿hay alguna forma de hacer un diagnóstico remoto?. además, también he notado que problemas de licencias de software.",Mantenimiento Correctivo
10233,"Error en la BIOS/UEFI, el equipo no arranca.",2023-08-01 13:10:38,"desde code builders, XY informa: he notado que desde la semana pasada: error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10149,Necesito una indicación como la vez anterior que se pudo resolver rápidamente.,2023-06-30 23:59:20,XY (networks corp) reporta el siguiente inconveniente: he notado que desde la semana pasada: necesito una indicación como la vez anterior que se pudo resolver rápidamente.,Mantenimiento Correctivo
10277,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2023-09-21 14:41:33,"soy XY asprilla de global innovations y tengo el siguiente problema: esto comenzó hace un par de horas: error de sistema, disco duro lleno y necesidad de nuevo software.. a esto se suma el inconveniente de que software se cierra solo y errores frecuentes.",Mantenimiento Correctivo
10227,"Error de sistema, disco duro lleno y necesidad de nuevo software.",2023-11-02 11:28:07,"reporte de digital edge por parte de XY: recientemente he tenido un inconveniente: error de sistema, disco duro lleno y necesidad de nuevo software.",Mantenimiento Correctivo
10050,Error al iniciar sesión y contraseña olvidada.,2022-09-06 18:20:11,"problema: error al iniciar sesión y contraseña olvidada.. además, también he notado que no puedo instalar nuevas aplicaciones.. contacto: XY, XY.",Mantenimiento Correctivo
10027,¿Por qué siempre me pasa esto a mí?,2022-03-23 04:14:32,soy XY de cloud services y tengo el siguiente problema: hoy ha ocurrido lo siguiente: ¿por qué siempre me pasa esto a mí?,Mantenimiento Correctivo
10148,"Fallo de memoria RAM, pantallazos azules.",2022-03-25 17:48:36,"XY valderrama (code builders) reporta el siguiente inconveniente: esto pasa desde ayer: fallo de memoria ram, pantallazos azules.",Mantenimiento Correctivo
10301,"Por favor, envíen a a un técnico a mi oficina.",2022-05-10 23:11:52,"soy XY de networks corp y tengo el siguiente problema: esto comenzó hace un par de horas: por favor, envíen a a un técnico a mi oficina.",Mantenimiento Correctivo
10182,"Fallo en disco duro, pérdida de datos.",2022-08-24 12:20:35,"problema: el problema se presenta desde hace unos días: fallo en disco duro, pérdida de datos.. contacto: XY, XY.",Mantenimiento Correctivo
10159,Solicitud de mejora: optimización de rendimiento en el módulo de reportes.,2022-05-09 21:47:55,"problema: hoy ha ocurrido lo siguiente: solicitud de mejora: optimización de rendimiento en el módulo de reportes.. a esto se suma el inconveniente de que la pantalla táctil no responde.. contacto: XY, XY.",Mantenimiento Evolutivo
10291,El equipo se apaga inesperadamente y hay fallos de gráficos.,2022-12-11 07:12:23,"problema: esto pasa desde ayer: el equipo se apaga inesperadamente y hay fallos de gráficos.. contacto: XY, data dynamics.",Mantenimiento Correctivo
10264,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2023-07-09 00:36:25,"desde XY, XY informa: batería agotada rápidamente, sobrecalentamiento y fallos de energía.",Mantenimiento Correctivo
10139,Error de disco duro y sistema lento.,2023-05-16 20:20:40,XY valderrama (data dynamics) reporta el siguiente inconveniente: esto pasa desde ayer: error de disco duro y sistema lento.,Mantenimiento Correctivo
10103,Me siento impotente ante estos fallos continuos.,2022-09-11 01:37:59,"problema: me siento impotente ante estos fallos continuos.. contacto: XY valderrama, digital edge.",Mantenimiento Correctivo
10229,"Por favor, díganme qué necesito comprar para arreglarlo.",2023-02-26 00:36:31,"problema: por favor, díganme qué necesito comprar para arreglarlo.. contacto: XY funes, future systems.",Mantenimiento Correctivo
10103,Pantalla con píxeles muertos.,2023-10-21 09:17:23,"desde networks corp, XY valderrama informa: pantalla con píxeles muertos.",Mantenimiento Correctivo
10278,Fallo crítico del sistema y pérdida de datos recientes.,2022-01-28 21:05:01,"desde data dynamics, XY funes informa: recientemente he tenido un inconveniente: fallo crítico del sistema y pérdida de datos recientes.",Mantenimiento Correctivo
10245,Mensajes de error constantes en el sistema.,2022-12-20 09:24:15,soy XY de data dynamics y tengo el siguiente problema: hoy ha ocurrido lo siguiente: mensajes de error constantes en el sistema.,Mantenimiento Correctivo
10117,Problemas con el software de correo electrónico.,2022-03-11 14:28:20,"problemas con el software de correo electrónico.. atentamente, XY de XY.",Mantenimiento Correctivo
10272,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2023-08-28 17:29:42,"esto comenzó hace un par de horas: el ventilador hace mucho ruido y el equipo se calienta demasiado.. atentamente, XY mosquera de digital edge.",Mantenimiento Correctivo
10209,"Sistema operativo lento, necesita optimización.",2023-12-09 17:51:00,"soy XY valderrama de digital edge y tengo el siguiente problema: esto comenzó hace un par de horas: sistema operativo lento, necesita optimización.",Mantenimiento Correctivo
10039,¿Por qué siempre me pasa esto a mí?,2023-12-16 00:22:05,"problema: recientemente he tenido un inconveniente: ¿por qué siempre me pasa esto a mí?. además, también he notado que fallo de memoria ram, pantallazos azules.. contacto: XY, secureit.",Mantenimiento Correctivo
10279,"Error en la BIOS/UEFI, el equipo no arranca.",2022-04-20 10:24:35,"XY (secureit) reporta el siguiente inconveniente: esto pasa desde ayer: error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10250,El disco duro está lleno.,2023-04-06 18:56:52,soy XY asprilla de code builders y tengo el siguiente problema: recientemente he tenido un inconveniente: el disco duro está lleno.,Mantenimiento Correctivo
10219,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-01-03 13:44:12,soy XY de cloud services y tengo el siguiente problema: esto pasa desde ayer: desarrollo de una nueva aplicación: sistema de gestión de inventario.. también quiero reportar que monitor externo no detectado.,Mantenimiento Evolutivo
10209,Software no responde y el ventilador hace mucho ruido.,2023-06-13 03:27:28,"problema: recientemente he tenido un inconveniente: software no responde y el ventilador hace mucho ruido.. y para colmo, necesito saber si esto tiene garantía.. contacto: XY valderrama, networks corp.",Mantenimiento Correctivo
10007,Pantalla externa no detectada y errores gráficos.,2023-01-16 11:36:22,"problema: he notado que desde la semana pasada: pantalla externa no detectada y errores gráficos.. también quiero reportar que fallo crítico del sistema y pérdida de datos recientes.. contacto: XY, digital edge.",Mantenimiento Correctivo
10245,Touchpad o ratón se congela.,2023-10-17 21:56:28,"desde networks corp, XY informa: touchpad o ratón se congela.",Mantenimiento Correctivo
10186,Equipo se reinicia y monitor externo no detectado.,2023-06-30 20:39:47,"desde networks corp, XY informa: el problema se presenta desde hace unos días: equipo se reinicia y monitor externo no detectado.",Mantenimiento Correctivo
10183,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2023-04-04 04:13:21,"XY asprilla (global innovations) reporta el siguiente inconveniente: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.",Mantenimiento Correctivo
10103,Estoy harto de los problemas con este software.,2022-04-27 00:50:18,"reporte de cloud services por parte de XY valderrama: estoy harto de los problemas con este software.. y para colmo, software no responde, se congela frecuentemente.",Mantenimiento Correctivo
10078,Problemas de licencias y antivirus ineficaz.,2023-06-20 21:07:27,"esto pasa desde ayer: problemas de licencias y antivirus ineficaz.. atentamente, XY de XY.",Mantenimiento Correctivo
10263,No se puede abrir ningún programa y el sistema está congelado.,2022-08-25 20:18:01,"no se puede abrir ningún programa y el sistema está congelado.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10015,Batería no carga correctamente.,2022-02-04 20:35:37,reporte de networks corp por parte de XY funes: el problema se presenta desde hace unos días: batería no carga correctamente.,Mantenimiento Correctivo
10097,El equipo no responde y la pantalla está en negro.,2022-02-08 20:24:19,"desde code builders, XY informa: el equipo no responde y la pantalla está en negro.",Mantenimiento Correctivo
10041,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2023-06-03 01:58:43,"desde networks corp, XY informa: conexión a internet lenta, navegador web con fallos y mensajes emergentes.",Mantenimiento Correctivo
10206,Software no responde y el ventilador hace mucho ruido.,2022-11-30 16:58:47,reporte de future systems por parte de XY cala: he notado que desde la semana pasada: software no responde y el ventilador hace mucho ruido.. a esto se suma el inconveniente de que problemas de licencias de software.,Mantenimiento Correctivo
10271,Problemas de audio y webcam no funciona.,2023-10-21 21:11:16,reporte de XY por parte de XY: esto pasa desde ayer: problemas de audio y webcam no funciona.,Mantenimiento Correctivo
10069,Monitor externo no detectado y no hay señal de video.,2023-01-01 06:37:58,"reporte de secureit por parte de XY: monitor externo no detectado y no hay señal de video.. además, también he notado que batería no carga correctamente.",Mantenimiento Correctivo
10233,"Error en la BIOS/UEFI, el equipo no arranca.",2022-11-05 00:43:36,"hoy ha ocurrido lo siguiente: error en la bios/uefi, el equipo no arranca.. atentamente, XY de digital edge.",Mantenimiento Correctivo
10131,Solicitud de nueva característica: integración con CRM.,2023-05-29 03:56:25,"josefa XY (code builders) reporta el siguiente inconveniente: he notado que desde la semana pasada: solicitud de nueva característica: integración con crm.. además, también he notado que ¿hay alguna forma de hacer un diagnóstico remoto?",Mantenimiento Evolutivo
10200,Puertos USB no reconocen dispositivos y archivos corruptos.,2023-09-10 03:43:11,"problema: puertos usb no reconocen dispositivos y archivos corruptos.. a esto se suma el inconveniente de que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. contacto: XY asprilla, digital edge.",Mantenimiento Correctivo
10164,Error en la actualización de seguridad.,2022-06-07 11:28:14,"problema: el problema se presenta desde hace unos días: error en la actualización de seguridad.. contacto: XY, XY.",Mantenimiento Correctivo
10168,Teclas pegajosas o que no responden y el touchpad salta.,2023-04-09 12:11:49,XY (networks corp) reporta el siguiente inconveniente: he notado que desde la semana pasada: teclas pegajosas o que no responden y el touchpad salta.,Mantenimiento Correctivo
10021,Necesitamos una nueva herramienta para la automatización de procesos internos.,2022-02-08 17:03:40,reporte de networks corp por parte de XY mosquera: necesitamos una nueva herramienta para la automatización de procesos internos.,Mantenimiento Evolutivo
10135,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-03-11 01:57:17,"el equipo se apaga inesperadamente y hay fallos de gráficos.. también quiero reportar que actualizaciones de software, lentitud extrema y errores de sistema.. atentamente, XY funes de global innovations.",Mantenimiento Correctivo
10072,Error al iniciar sesión y contraseña olvidada.,2022-09-26 03:23:11,reporte de global innovations por parte de XY cala: he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.,Mantenimiento Correctivo
10042,Necesito saber si esto tiene garantía.,2023-01-13 08:05:42,"desde cloud services, XY informa: necesito saber si esto tiene garantía.. a esto se suma el inconveniente de que error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10268,Sobrecalentamiento del equipo.,2022-05-19 00:38:12,"problema: recientemente he tenido un inconveniente: sobrecalentamiento del equipo.. contacto: XY, code builders.",Mantenimiento Correctivo
10033,La red local es inaccesible.,2022-06-27 15:42:26,reporte de future systems por parte de XY funes: la red local es inaccesible.,Mantenimiento Correctivo
10026,Error de disco duro y sistema lento.,2022-01-04 05:27:44,reporte de cloud services por parte de XY: el problema se presenta desde hace unos días: error de disco duro y sistema lento.,Mantenimiento Correctivo
10153,"Archivos corruptos, puerto USB fallando y navegador lento.",2023-07-25 06:09:52,"el problema se presenta desde hace unos días: archivos corruptos, puerto usb fallando y navegador lento.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10077,"Mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!",2022-12-19 02:53:00,"reporte de global innovations por parte de XY: esto pasa desde ayer: mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!",Mantenimiento Correctivo
10230,"Problemas con aplicaciones específicas, cierres inesperados.",2022-01-07 11:25:57,"reporte de data dynamics por parte de XY: problemas con aplicaciones específicas, cierres inesperados.",Mantenimiento Correctivo
10205,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-06-10 15:04:09,"problema: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY, digital edge.",Mantenimiento Correctivo
10179,"Problemas de seguridad, posible infección de malware.",2022-04-18 23:50:15,"josefa XY (future systems) reporta el siguiente inconveniente: problemas de seguridad, posible infección de malware.. también quiero reportar que la impresora no se detecta y hay fallos de seguridad.",Mantenimiento Correctivo
10284,"Es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",2023-04-05 14:58:46,"soy XY de code builders y tengo el siguiente problema: hoy ha ocurrido lo siguiente: es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",Mantenimiento Correctivo
10029,"No enciende, sin señal de video y disco duro defectuoso.",2023-08-18 20:54:18,"no enciende, sin señal de video y disco duro defectuoso.. atentamente, XY funes de cloud services.",Mantenimiento Correctivo
10020,"Esto es inaceptable, mi trabajo depende de esto.",2023-08-12 09:17:38,"soy josefa asprilla de code builders y tengo el siguiente problema: esto es inaceptable, mi trabajo depende de esto.",Mantenimiento Correctivo
10266,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-09-24 22:52:38,XY (future systems) reporta el siguiente inconveniente: he notado que desde la semana pasada: ¿me pueden agendar una cita para resolverlo lo antes posible?. también quiero reportar que el equipo no responde y la pantalla está en negro.,Mantenimiento Correctivo
10117,Pantalla externa no detectada y errores gráficos.,2022-07-11 01:12:04,soy XY de future systems y tengo el siguiente problema: pantalla externa no detectada y errores gráficos.,Mantenimiento Correctivo
10131,Estoy perdiendo la paciencia con este dispositivo.,2022-02-12 06:35:43,reporte de future systems por parte de josefa XY: esto pasa desde ayer: estoy perdiendo la paciencia con este dispositivo.,Mantenimiento Correctivo
10048,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-04-09 16:01:06,"desde future systems, XY informa: teclado no funciona, ratón se traba y pantalla con problemas.",Mantenimiento Correctivo
10225,Pantalla con píxeles muertos.,2022-08-16 16:33:53,"josefa cala (cloud services) reporta el siguiente inconveniente: he notado que desde la semana pasada: pantalla con píxeles muertos.. además, también he notado que micrófono no detectado.",Mantenimiento Correctivo
10039,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-05-11 17:58:06,"XY (global innovations) reporta el siguiente inconveniente: esto comenzó hace un par de horas: copia de seguridad fallida, datos perdidos y problemas de seguridad.",Mantenimiento Correctivo
10166,Rendimiento general muy bajo.,2022-01-23 21:24:49,"rendimiento general muy bajo.. atentamente, XY de future systems.",Mantenimiento Correctivo
10259,El disco duro está lleno.,2023-02-11 01:09:26,reporte de digital edge por parte de XY: he notado que desde la semana pasada: el disco duro está lleno.,Mantenimiento Correctivo
10055,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2023-07-18 22:09:55,"desde cloud services, XY informa: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. además, también he notado que actualizaciones de software, lentitud extrema y errores de sistema.",Mantenimiento Correctivo
10143,Sobrecalentamiento del equipo.,2022-03-21 10:55:30,"sobrecalentamiento del equipo.. a esto se suma el inconveniente de que puerto usb no reconoce dispositivos.. atentamente, XY de future systems.",Mantenimiento Correctivo
10215,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2023-10-20 11:11:55,"problema: recientemente he tenido un inconveniente: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY, secureit.",Mantenimiento Correctivo
10120,El equipo no se conecta a internet después de una actualización.,2023-07-25 21:59:10,"problema: recientemente he tenido un inconveniente: el equipo no se conecta a internet después de una actualización.. además, también he notado que necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. contacto: XY valderrama, secureit.",Mantenimiento Correctivo
10018,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-07-22 18:01:12,"reporte de XY por parte de XY: hoy ha ocurrido lo siguiente: puertos usb no reconocen dispositivos y archivos corruptos.. además, también he notado que ya no doy más con este equipo, necesito ayuda urgente.",Mantenimiento Correctivo
10248,"Sonido no funciona, micrófono no detectado y webcam con problemas.",2022-07-01 12:50:02,"problema: sonido no funciona, micrófono no detectado y webcam con problemas.. contacto: XY, XY.",Mantenimiento Correctivo
10215,"Archivos corruptos, puerto USB fallando y navegador lento.",2023-04-05 19:33:45,"desde data dynamics, XY informa: recientemente he tenido un inconveniente: archivos corruptos, puerto usb fallando y navegador lento.",Mantenimiento Correctivo
10030,El navegador web funciona muy lento.,2023-09-03 06:11:08,"soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: el navegador web funciona muy lento.. y para colmo, impresora offline, problemas de conectividad y archivos corruptos.",Mantenimiento Correctivo
10067,Necesita actualización de hardware/software.,2022-09-12 17:43:54,"desde networks corp, XY informa: recientemente he tenido un inconveniente: necesita actualización de hardware/software.",Mantenimiento Correctivo
10188,Mensajes de error constantes y el disco duro está lleno.,2022-11-15 11:38:17,"problema: mensajes de error constantes y el disco duro está lleno.. contacto: XY, networks corp.",Mantenimiento Correctivo
10171,Me siento impotente ante estos fallos continuos.,2022-06-27 23:17:48,XY asprilla (XY) reporta el siguiente inconveniente: me siento impotente ante estos fallos continuos.,Mantenimiento Correctivo
10000,¿Pueden revisar si tengo algún virus?,2023-10-28 11:41:01,"desde secureit, XY informa: el problema se presenta desde hace unos días: ¿pueden revisar si tengo algún virus?",Mantenimiento Correctivo
